tourney_year,tourney_order,tourney_type_id,tourney_name,tourney_id,tourney_slug,tourney_year_id,tourney_location,tourney_date,tourney_month,tourney_day,tourney_singles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,tourney_doubles_draw,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id,currency,tourney_fin_commit
1968,11,,Shreveport WCT,9297,shreveport,1968-9297,"Shreveport, United States",1968/02/08,2,8,8,Indoor,Hard,"$1,500",/en/scores/archive/shreveport/9297/1968/results,Dennis Ralston,/en/players/dennis-ralston/r064/overview,dennis-ralston,r064,,,,,,,,,,USD,1500.0
1968,12,,Philadelphia,401,philadelphia,1968-401,"Philadelphia, United States",1968/02/08,2,8,16,Indoor,Carpet,,/en/scores/archive/philadelphia/401/1968/results,Manuel Santana,/en/players/manuel-santana/s245/overview,manuel-santana,s245,8.0,,,,,,,,,,
1968,13,,Miami WCT,681,miami,1968-681,"Miami, United States",1968/02/09,2,9,8,Indoor,Carpet,"$4,000",/en/scores/archive/miami/681/1968/results,Earl Butch Buchholz,/en/players/earl-butch-buchholz/b228/overview,earl-butch-buchholz,b228,,,,,,,,,,USD,4000.0
1968,14,,Salisbury,355,salisbury,1968-355,"Salisbury, United States",1968/02/12,2,12,64,Indoor,Hard,,/en/scores/archive/salisbury/355/1968/results,Cliff Richey,/en/players/cliff-richey/r071/overview,cliff-richey,r071,,,,,,,,,,,
1968,15,,Houston WCT,9298,houston,1968-9298,"Houston, United States",1968/02/13,2,13,8,Indoor,Carpet,"$4,000",/en/scores/archive/houston/9298/1968/results,Earl Butch Buchholz,/en/players/earl-butch-buchholz/b228/overview,earl-butch-buchholz,b228,,,,,,,,,,USD,4000.0
1968,16,,New Orleans WCT,9299,new-orleans,1968-9299,"New Orleans, United States",1968/02/16,2,16,8,Indoor,Carpet,"$4,000",/en/scores/archive/new-orleans/9299/1968/results,Cliff Drysdale,/en/players/cliff-drysdale/d082/overview,cliff-drysdale,d082,,,,,,,,,,USD,4000.0
1968,17,,Orlando WCT,9300,orlando,1968-9300,"Orlando, United States",1968/02/20,2,20,8,Indoor,Carpet,"$4,000",/en/scores/archive/orlando/9300/1968/results,Dennis Ralston,/en/players/dennis-ralston/r064/overview,dennis-ralston,r064,,,,,,,,,,USD,4000.0
1968,18,,Macon,2066,macon,1968-2066,"Macon, United States",1968/02/20,2,20,32,Indoor,Hard,,/en/scores/archive/macon/2066/1968/results,Jan Leschly,/en/players/jan-leschly/l118/overview,jan-leschly,l118,,,,,,,,,,,
1968,19,,Kingston,9204,kingston,1968-9204,"Kingston, Jamaica",1968/02/26,2,26,32,Indoor,Hard,,/en/scores/archive/kingston/9204/1968/results,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,,,,,,,,,,,
1968,20,,Tulsa WCT,9301,tulsa,1968-9301,"Tulsa, United States",1968/02/27,2,27,8,Indoor,Carpet,"$4,000",/en/scores/archive/tulsa/9301/1968/results,Cliff Drysdale,/en/players/cliff-drysdale/d082/overview,cliff-drysdale,d082,,,,,,,,,,USD,4000.0
1968,21,,Barranquilla,3940,barranquilla,1968-3940,"Barranquilla, Colombia",1968/03/04,3,4,32,Outdoor,Clay,,/en/scores/archive/barranquilla/3940/1968/results,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,,,,,,,,,,,
1968,22,,Caracas,344,caracas,1968-344,"Caracas, Venezuela",1968/03/11,3,11,32,Outdoor,Hard,,/en/scores/archive/caracas/344/1968/results,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055,,,,,,,,,,,
1968,23,,Sao Paulo NTL-1,9302,sao-paulo,1968-9302,"Sao Paulo, Brazil",1968/03/18,3,18,4,Indoor,Clay,"$4,000",/en/scores/archive/sao-paulo/9302/1968/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,,,USD,4000.0
1968,24,,Curacao,9277,willemstad,1968-9277,"Willemstad, Curacao",1968/03/18,3,18,32,Outdoor,Hard,,/en/scores/archive/willemstad/9277/1968/results,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055,,,,,,,,,,,
1968,25,,Mexico City,9348,mexico-city,1968-9348,"Mexico City, Mexico",1968/03/18,3,18,32,Outdoor,Clay,,/en/scores/archive/mexico-city/9348/1968/results,Rafael Osuna,/en/players/rafael-osuna/o248/overview,rafael-osuna,o248,,,,,,,,,,,
1968,26,,San Diego WCT,9303,san-diego,1968-9303,"San Diego, United States",1968/03/22,3,22,8,Indoor,Carpet,"$8,000",/en/scores/archive/san-diego/9303/1968/results,Earl Butch Buchholz,/en/players/earl-butch-buchholz/b228/overview,earl-butch-buchholz,b228,,,,,,,,,,USD,8000.0
1968,27,,Buenos Aires NTL,9304,buenos-aires,1968-9304,"Buenos Aires, Argentina",1968/03/23,3,23,4,Outdoor,Clay,"$4,000",/en/scores/archive/buenos-aires/9304/1968/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,,,USD,4000.0
1968,28,,New York-1,2058,new-york,1968-2058,"New York, United States",1968/03/25,3,25,32,Indoor,Carpet,,/en/scores/archive/new-york/2058/1968/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,,,,,,,,,,,
1968,29,,Parioli,9337,rome,1968-9337,"Rome, Italy",1968/03/25,3,25,64,Outdoor,Clay,,/en/scores/archive/rome/9337/1968/results,Ion Tiriac,/en/players/ion-tiriac/t040/overview,ion-tiriac,t040,,,,,,,,,,,
1968,30,,Bogota NTL,9305,bogota,1968-9305,"Bogota, Colombia",1968/03/27,3,27,4,Indoor,Clay,"$4,000",/en/scores/archive/bogota/9305/1968/results,Andres Gimeno,/en/players/andres-gimeno/g075/overview,andres-gimeno,g075,,,,,,,,,,USD,4000.0
1968,31,,Los Altos Hills WCT,9306,los-altos-hills,1968-9306,"Los Altos Hills, United States",1968/03/28,3,28,8,Indoor,Carpet,"$6,000",/en/scores/archive/los-altos-hills/9306/1968/results,Nikola Pilic,/en/players/nikola-pilic/p080/overview,nikola-pilic,p080,,,,,,,,,,USD,6000.0
1968,32,,Bakersfield WCT,9307,bakersfield,1968-9307,"Bakersfield, United States",1968/04/01,4,1,8,Indoor,Carpet,"$6,000",/en/scores/archive/bakersfield/9307/1968/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,,,,,,,,,,USD,6000.0
1968,33,,Johannesburg-1,426,johannesburg,1968-426,"Johannesburg, South Africa",1968/04/01,4,1,64,Outdoor,Hard,,/en/scores/archive/johannesburg/426/1968/results,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,,,,,,,,,,,
1968,34,,San Juan,6817,san-juan,1968-6817,"San Juan, Puerto Rico",1968/04/01,4,1,32,Outdoor,Hard,,/en/scores/archive/san-juan/6817/1968/results,Mark Cox,/en/players/mark-cox/c090/overview,mark-cox,c090,,,,,,,,,,,
1968,35,,Fresno WCT,9308,fresno,1968-9308,"Fresno, United States",1968/04/05,4,5,8,Indoor,Carpet,"$6,000",/en/scores/archive/fresno/9308/1968/results,Earl Butch Buchholz,/en/players/earl-butch-buchholz/b228/overview,earl-butch-buchholz,b228,,,,,,,,,,USD,6000.0
1968,36,,Catania,9338,catania,1968-9338,"Catania, Italy",1968/04/08,4,8,32,Outdoor,Clay,,/en/scores/archive/catania/9338/1968/results,Martin Mulligan,/en/players/martin-mulligan/m155/overview,martin-mulligan,m155,,,,,,,,,,,
1968,37,,Monte Carlo,410,monte-carlo,1968-410,"Monte Carlo, Monaco",1968/04/08,4,8,64,Outdoor,Clay,,/en/scores/archive/monte-carlo/410/1968/results,Nicola Pietrangeli,/en/players/nicola-pietrangeli/p141/overview,nicola-pietrangeli,p141,32.0,Sergei Likhachev,/en/players/sergei-likhachev/l119/overview,sergei-likhachev,l119,Alex Metreveli,/en/players/alex-metreveli/m271/overview,alex-metreveli,m271,,
1968,38,,St. Petersburg,6818,st-petersburg,1968-6818,"St. Petersburg, United States",1968/04/08,4,8,32,Outdoor,Clay,,/en/scores/archive/st-petersburg/6818/1968/results,Mike Belkin,/en/players/mike-belkin/b125/overview,mike-belkin,b125,,,,,,,,,,,
1968,39,,Tampa,9333,tampa,1968-9333,"Tampa, United States",1968/04/08,4,8,16,Outdoor,Clay,,/en/scores/archive/tampa/9333/1968/results,Manuel Santana,/en/players/manuel-santana/s245/overview,manuel-santana,s245,,,,,,,,,,,
1968,40,,Hollywood NTL,9309,hollywood,1968-9309,"Hollywood, United States",1968/04/10,4,10,16,Outdoor,Clay,"$10,000",/en/scores/archive/hollywood/9309/1968/results,Roy Emerson,/en/players/roy-emerson/e030/overview,roy-emerson,e030,,,,,,,,,,USD,10000.0
1968,41,,Charlotte,436,charlotte,1968-436,"Charlotte, United States",1968/04/15,4,15,16,Outdoor,Clay,,/en/scores/archive/charlotte/436/1968/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,,,,,,,,,,,
1968,42,,Houston-2,405,houston,1968-405,"Houston, United States",1968/04/15,4,15,32,Outdoor,Clay,,/en/scores/archive/houston/405/1968/results,Cliff Richey,/en/players/cliff-richey/r071/overview,cliff-richey,r071,,,,,,,,,,,
1968,43,,Palermo,325,palermo,1968-325,"Palermo, Italy",1968/04/15,4,15,32,Outdoor,Clay,,/en/scores/archive/palermo/325/1968/results,Ion Tiriac,/en/players/ion-tiriac/t040/overview,ion-tiriac,t040,,,,,,,,,,,
1968,44,,Paris NTL,9310,paris,1968-9310,"Paris, France",1968/04/16,4,16,8,Indoor,Hard,,/en/scores/archive/paris/9310/1968/results,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,,,,,,,,,,,
1968,45,,Wembley NTL-1,9311,wembley,1968-9311,"Wembley, Great Britain",1968/04/17,4,17,4,Indoor,Hard,"$12,000",/en/scores/archive/wembley/9311/1968/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,,,USD,12000.0
1968,46,,Evansville WCT,9312,evansville,1968-9312,"Evansville, United States",1968/04/20,4,20,8,Indoor,Carpet,"$6,000",/en/scores/archive/evansville/9312/1968/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,,,,,,,,,,USD,6000.0
1968,47,,Bournemouth,347,bournemouth,1968-347,"Bournemouth, Great Britain",1968/04/22,4,22,32,Outdoor,Clay,"$10,000",/en/scores/archive/bournemouth/347/1968/results,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,16.0,Roy Emerson,/en/players/roy-emerson/e030/overview,roy-emerson,e030,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,USD,10000.0
1968,48,,Naples,9339,naples,1968-9339,"Naples, Italy",1968/04/22,4,22,64,Outdoor,Clay,,/en/scores/archive/naples/9339/1968/results,Martin Mulligan,/en/players/martin-mulligan/m155/overview,martin-mulligan,m155,,,,,,,,,,,
1968,49,,Reggio Calabria,9347,reggio-calabria,1968-9347,"Reggio Calabria, Italy",1968/04/29,4,29,64,Outdoor,Clay,,/en/scores/archive/reggio-calabria/9347/1968/results,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055,,,,,,,,,,,
1968,50,,Wembley NTL-2,9313,wembley,1968-9313,"Wembley, Great Britain",1968/05/02,5,2,8,Indoor,Hard,"$13,500",/en/scores/archive/wembley/9313/1968/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,,,USD,13500.0
1968,51,,Minneapolis WCT,9314,minneapolis,1968-9314,"Minneapolis, United States",1968/05/04,5,4,8,Indoor,Carpet,"$6,000",/en/scores/archive/minneapolis/9314/1968/results,Dennis Ralston,/en/players/dennis-ralston/r064/overview,dennis-ralston,r064,,,,,,,,,,USD,6000.0
1968,52,,Rome,416,rome,1968-416,"Rome, Italy",1968/05/06,5,6,128,Outdoor,Clay,,/en/scores/archive/rome/416/1968/results,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,32.0,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055,,
1968,53,,Buffalo WCT,9315,buffalo,1968-9315,"Buffalo, United States",1968/05/10,5,10,8,Indoor,Carpet,"$6,000",/en/scores/archive/buffalo/9315/1968/results,Earl Butch Buchholz,/en/players/earl-butch-buchholz/b228/overview,earl-butch-buchholz,b228,,,,,,,,,,USD,6000.0
1968,54,,New York NTL,9282,new-york,1968-9282,"New York, United States",1968/05/15,5,15,8,Indoor,Carpet,"$23,500",/en/scores/archive/new-york/9282/1968/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,,,USD,23500.0
1968,55,grandslam,Roland Garros Preliminary Round,9355,roland-garros-preliminary-round,1968-9355,"Paris, France",1968/05/26,5,26,14,Outdoor,Clay,"$21,500",/en/scores/archive/roland-garros-preliminary-round/9355/1968/results,,,,,,,,,,,,,,USD,21500.0
1968,56,grandslam,Roland Garros,520,roland-garros,1968-520,"Paris, France",1968/05/27,5,27,128,Outdoor,Clay,"$21,500",/en/scores/archive/roland-garros/520/1968/results,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,64.0,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,Fred Stolle,/en/players/fred-stolle/s129/overview,fred-stolle,s129,USD,21500.0
1968,57,,Berlin,9240,berlin,1968-9240,"Berlin, Germany",1968/05/29,5,29,32,Outdoor,Clay,,/en/scores/archive/berlin/9240/1968/results,Manuel Santana,/en/players/manuel-santana/s245/overview,manuel-santana,s245,,,,,,,,,,,
1968,58,,Sacramento,654,sacramento,1968-654,"Sacramento, United States",1968/05/29,5,29,64,Outdoor,Hard,,/en/scores/archive/sacramento/654/1968/results,Clark Graebner,/en/players/clark-graebner/g079/overview,clark-graebner,g079,,,,,,,,,,,
1968,59,,Baltimore WCT,9316,baltimore,1968-9316,"Baltimore, United States",1968/05/31,5,31,8,Indoor,Carpet,"$6,000",/en/scores/archive/baltimore/9316/1968/results,Dennis Ralston,/en/players/dennis-ralston/r064/overview,dennis-ralston,r064,,,,,,,,,,USD,6000.0
1968,60,,Manchester,583,manchester,1968-583,"Manchester, Great Britain",1968/06/03,6,3,64,Outdoor,Grass,"$1,000",/en/scores/archive/manchester/583/1968/results,Ken Fletcher,/en/players/ken-fletcher/f108/overview,ken-fletcher,f108,,,,,,,,,,USD,1000.0
1968,61,,Beckenham,7310,beckenham,1968-7310,"Beckenham, Great Britain",1968/06/10,6,10,64,Outdoor,Grass,"$2,000",/en/scores/archive/beckenham/7310/1968/results,Fred Stolle,/en/players/fred-stolle/s129/overview,fred-stolle,s129,,,,,,,,,,USD,2000.0
1968,62,,Bristol,313,bristol,1968-313,"Bristol, Great Britain",1968/06/10,6,10,64,Outdoor,Grass,,/en/scores/archive/bristol/313/1968/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,,,,,,,,,,,
1968,63,,Lugano,9334,lugano,1968-9334,"Lugano, Switzerland",1968/06/10,6,10,64,Outdoor,Clay,,/en/scores/archive/lugano/9334/1968/results,Ion Tiriac,/en/players/ion-tiriac/t040/overview,ion-tiriac,t040,,,,,,,,,,,
1968,64,,Boston-1,417,boston,1968-417,"Boston, United States",1968/06/12,6,12,16,Outdoor,Grass,"$32,250",/en/scores/archive/boston/417/1968/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,,,USD,32250.0
1968,65,,London / Queen's Club,311,london,1968-311,"London, Great Britain",1968/06/17,6,17,128,Outdoor,Grass,"$2,600",/en/scores/archive/london/311/1968/results,,,,,32.0,,,,,,,,,USD,2600.0
1968,66,,Barcelona,425,barcelona,1968-425,"Barcelona, Spain",1968/06/17,6,17,64,Outdoor,Clay,,/en/scores/archive/barcelona/425/1968/results,Martin Mulligan,/en/players/martin-mulligan/m155/overview,martin-mulligan,m155,32.0,Carlos-Alberto Fernandes,/en/players/carlos-alberto-fernandes/f111/overview,carlos-alberto-fernandes,f111,Patricio Rodriguez,/en/players/patricio-rodriguez/r074/overview,patricio-rodriguez,r074,,
1968,67,grandslam,Wimbledon,540,wimbledon,1968-540,"London, Great Britain",1968/06/24,6,24,128,Outdoor,Grass,"$43,788",/en/scores/archive/wimbledon/540/1968/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,64.0,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073,USD,43788.0
1968,68,,Paris-2,9317,paris,1968-9317,"Paris, France",1968/07/07,7,7,32,Outdoor,Clay,"$30,000",/en/scores/archive/paris/9317/1968/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,,,USD,30000.0
1968,69,,Dublin,2029,dublin,1968-2029,"Dublin, Ireland",1968/07/08,7,8,32,Outdoor,Grass,"$7,200",/en/scores/archive/dublin/2029/1968/results,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,,,,,,,,,,USD,7200.0
1968,70,,Bastad-1,316,bastad,1968-316,"Bastad, Sweden",1968/07/08,7,8,32,Outdoor,Clay,,/en/scores/archive/bastad/316/1968/results,Martin Mulligan,/en/players/martin-mulligan/m155/overview,martin-mulligan,m155,,,,,,,,,,,
1968,71,,Indianapolis,9335,indianapolis,1968-9335,"Indianapolis, United States",1968/07/08,7,8,64,Outdoor,Clay,,/en/scores/archive/indianapolis/9335/1968/results,Jaime Fillol Sr.,/en/players/jaime-fillol-sr./f024/overview,jaime-fillol-sr.,f024,,,,,,,,,,,
1968,72,,Gstaad,314,gstaad,1968-314,"Gstaad, Switzerland",1968/07/15,7,15,32,Outdoor,Clay,"$15,000",/en/scores/archive/gstaad/314/1968/results,Cliff Drysdale,/en/players/cliff-drysdale/d082/overview,cliff-drysdale,d082,16.0,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,Dennis Ralston,/en/players/dennis-ralston/r064/overview,dennis-ralston,r064,USD,15000.0
1968,73,,Milwaukee,717,milwaukee,1968-717,"Milwaukee, United States",1968/07/15,7,15,64,Outdoor,Clay,,/en/scores/archive/milwaukee/717/1968/results,Clark Graebner,/en/players/clark-graebner/g079/overview,clark-graebner,g079,,,,,,,,,,,
1968,74,,Los Angeles NTL,6811,los-angeles,1968-6811,"Los Angeles, United States",1968/07/17,7,17,16,Indoor,Carpet,"$16,500",/en/scores/archive/los-angeles/6811/1968/results,Richard Pancho Gonzales,/en/players/richard-pancho-gonzales/g077/overview,richard-pancho-gonzales,g077,,,,,,,,,,USD,16500.0
1968,75,,Haverford,2030,haverford,1968-2030,"Haverford, United States",1968/07/22,7,22,64,Outdoor,Grass,,/en/scores/archive/haverford/2030/1968/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,,,,,,,,,,,
1968,76,,Hilversum,317,hilversum,1968-317,"Hilversum, Netherlands",1968/07/22,7,22,64,Outdoor,Clay,,/en/scores/archive/hilversum/317/1968/results,Robert Maud,/en/players/robert-maud/m140/overview,robert-maud,m140,,,,,,,,,,,
1968,77,,Bastad WCT,9318,bastad,1968-9318,"Bastad, Sweden",1968/07/26,7,26,4,Indoor,Clay,"$5,600",/en/scores/archive/bastad/9318/1968/results,Dennis Ralston,/en/players/dennis-ralston/r064/overview,dennis-ralston,r064,,,,,,,,,,USD,5600.0
1968,78,,South Orange,707,south-orange,1968-707,"South Orange, United States",1968/07/29,7,29,64,Outdoor,Grass,,/en/scores/archive/south-orange/707/1968/results,Charlie Pasarell,/en/players/charlie-pasarell/p072/overview,charlie-pasarell,p072,,,,,,,,,,,
1968,79,,Munich,308,munich,1968-308,"Munich, Germany",1968/07/31,7,31,64,Outdoor,Clay,,/en/scores/archive/munich/308/1968/results,Martin Mulligan,/en/players/martin-mulligan/m155/overview,martin-mulligan,m155,,,,,,,,,,,
1968,80,,Cannes WCT,9319,cannes,1968-9319,"Cannes, France",1968/08/01,8,1,8,Indoor,Hard,,/en/scores/archive/cannes/9319/1968/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,,,,,,,,,,,
1968,81,,Hamburg,414,hamburg,1968-414,"Hamburg, Germany",1968/08/05,8,5,64,Outdoor,Clay,"$10,000",/en/scores/archive/hamburg/414/1968/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,32.0,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055,USD,10000.0
1968,82,,Southampton,9288,southampton,1968-9288,"Southampton, United States",1968/08/05,8,5,64,Outdoor,Grass,,/en/scores/archive/southampton/9288/1968/results,Ron Holmberg,/en/players/ron-holmberg/h061/overview,ron-holmberg,h061,,,,,,,,,,,
1968,83,,Binghamton NTL,9287,binghamton,1968-9287,"Binghamton, United States",1968/08/09,8,9,4,Outdoor,Hard,"$6,000",/en/scores/archive/binghamton/9287/1968/results,Andres Gimeno,/en/players/andres-gimeno/g075/overview,andres-gimeno,g075,,,,,,,,,,USD,6000.0
1968,84,,Newport WCT,9291,newport,1968-9291,"Newport, United States",1968/08/12,8,12,8,Outdoor,Grass,"$10,000",/en/scores/archive/newport/9291/1968/results,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055,,,,,,,,,,USD,10000.0
1968,85,,Toronto,421,toronto,1968-421,"Toronto, Canada",1968/08/12,8,12,64,Outdoor,Clay,"$2,400",/en/scores/archive/toronto/421/1968/results,Ramanathan Krishnan,/en/players/ramanathan-krishnan/k103/overview,ramanathan-krishnan,k103,16.0,,,,,,,,,USD,2400.0
1968,86,,Kitzbuhel,319,kitzbuhel,1968-319,"Kitzbuhel, Austria",1968/08/12,8,12,64,Outdoor,Clay,,/en/scores/archive/kitzbuhel/319/1968/results,Martin Mulligan,/en/players/martin-mulligan/m155/overview,martin-mulligan,m155,32.0,Wilhelm Bungert,/en/players/wilhelm-bungert/b237/overview,wilhelm-bungert,b237,Jurgen Fassbender,/en/players/jurgen-fassbender/f068/overview,jurgen-fassbender,f068,,
1968,87,,Fort Worth NTL,653,fort-worth,1968-653,"Fort Worth, United States",1968/08/15,8,15,8,Outdoor,Hard,"$16,500",/en/scores/archive/fort-worth/653/1968/results,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,,,,,,,,,,USD,16500.0
1968,88,,Boston-2,3943,boston,1968-3943,"Boston, United States",1968/08/17,8,17,128,Outdoor,Grass,,/en/scores/archive/boston/3943/1968/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,,,,,,,,,,,
1968,89,grandslam,US Open,560,us-open,1968-560,"New York, United States",1968/08/29,8,29,96,Outdoor,Grass,"$80,000",/en/scores/archive/us-open/560/1968/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,48.0,Robert Lutz,/en/players/robert-lutz/l045/overview,robert-lutz,l045,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060,USD,80000.0
1968,90,,Los Angeles-2,423,los-angeles,1968-423,"Los Angeles, United States",1968/09/14,9,14,128,Outdoor,Hard,"$22,500",/en/scores/archive/los-angeles/423/1968/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,32.0,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,Fred Stolle,/en/players/fred-stolle/s129/overview,fred-stolle,s129,USD,22500.0
1968,91,,Berkeley,424,berkeley,1968-424,"Berkeley, United States",1968/09/22,9,22,128,Outdoor,Hard,,/en/scores/archive/berkeley/424/1968/results,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060,,,,,,,,,,,
1968,92,,Pretoria WCT,9320,pretoria,1968-9320,"Pretoria, South Africa",1968/09/26,9,26,16,Outdoor,Hard,"$14,000",/en/scores/archive/pretoria/9320/1968/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,,,,,,,,,,USD,14000.0
